Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDD34,OUT018,2493.5525940094167
FDK51,OUT045,4316.379593249334
FDV31,OUT035,2723.358314810252
FDR04,OUT035,1576.4674269232148
FDR14,OUT049,863.8978789563715
DRC36,OUT010,424.7005165886455
FDE39,OUT019,316.5326946303398
FDP57,OUT049,1618.2610346452702
FDE57,OUT046,2220.6340184327682
NCN18,OUT046,1814.3755370462638
NCQ05,OUT018,2304.297219338946
FDW47,OUT035,2009.7734727050652
FDV46,OUT035,2199.79123133619
NCP29,OUT045,1071.908786277761
FDE09,OUT018,1556.8503693295022
NCU06,OUT027,6280.491778459896
FDT19,OUT010,461.2611682075531
DRF15,OUT017,2388.3841600075402
DRI51,OUT013,2796.8836648272677
NCX54,OUT013,1703.4578104738553
DRE01,OUT013,3955.292831334522
NCB07,OUT045,2872.186921231994
FDU50,OUT035,1781.9738838359476
FDG40,OUT035,596.2402904740075
FDW10,OUT018,2607.2556142330395
FDX51,OUT013,3147.8717322384837
NCP17,OUT045,1010.0700913703412
FDP21,OUT035,3264.445610264955
FDL04,OUT045,1525.6337277456432
FDV23,OUT013,2000.7290001704591
FDF24,OUT046,1264.5865268788175
FDH56,OUT027,3010.795929305834
FDB51,OUT049,881.61512849663
FDI58,OUT027,2456.0071121254205
FDR20,OUT013,707.5289246258509
FDC51,OUT018,1790.3423425602837
FDB16,OUT027,2187.8323226948864
FDE40,OUT049,971.8777922297418
NCM17,OUT035,708.4458640101976
FDU56,OUT035,3281.3732978061225
FDS32,OUT019,313.5412354735616
FDX02,OUT049,3850.0050051663015
FDT39,OUT027,3974.778707538848
FDE35,OUT017,801.6645996224124
NCI42,OUT019,841.0807512176767
DRL23,OUT046,1607.7889940955747
FDA10,OUT046,2003.2939534255408
FDA11,OUT013,1536.3206598846966
NCM06,OUT046,2298.342176899855
NCT05,OUT035,4162.6143340743665
NCQ02,OUT010,498.9312877032716
NCY06,OUT049,2133.131302208861
FDY56,OUT035,4038.828933827783
FDL02,OUT035,1680.9920442686307
NCI06,OUT035,2897.487146999186
FDQ14,OUT045,2371.6616756806825
FDQ12,OUT017,3985.0454062488543
FDP36,OUT046,815.1610210736154
FDK21,OUT027,7761.817170073148
FDO40,OUT045,2593.5578162871293
NCK54,OUT019,242.7679784394732
FDY09,OUT018,2726.8903533449884
NCW30,OUT049,4281.067353964042
NCC55,OUT027,964.63857547454
FDE58,OUT018,1660.4762012733322
FDR39,OUT013,3265.944905247072
FDU28,OUT049,3233.6584529849183
FDH08,OUT017,3905.3822923962766
FDG35,OUT045,2828.261254396431
FDG22,OUT049,580.8219486793606
FDC34,OUT035,2856.8401450551833
FDP15,OUT018,3353.7132832901425
FDK34,OUT010,603.0080699144822
FDU45,OUT035,1991.574591499681
FDQ04,OUT027,938.039626751179
FDX22,OUT018,3391.343343669004
FDB45,OUT017,1643.911884175193
NCH43,OUT027,5397.0297852089525
DRE60,OUT046,3839.4189643946543
FDD17,OUT027,6472.69358332095
NCM54,OUT017,2035.1801823726335
NCH55,OUT013,2048.8224126491646
NCT06,OUT017,2622.208958602416
FDA48,OUT027,5256.451240382081
FDY58,OUT027,6671.697044707514
FDO25,OUT045,3673.851268586224
FDN50,OUT045,1499.9588695805758
FDH35,OUT035,2667.773395554188
FDK09,OUT045,3805.420070574724
FDO16,OUT013,1668.7152979804553
FDW11,OUT045,1037.7596077580367
FDU47,OUT027,3081.3940942620134
NCQ42,OUT010,259.7944227148298
FDK55,OUT027,2796.304936340596
FDN08,OUT049,1870.3647255906794
FDT57,OUT045,4021.8056483390637
FDJ12,OUT018,3374.0974216510604
DRL59,OUT017,836.3120211061182
NCN53,OUT046,568.0492270672485
FDO51,OUT010,74.07648178315148
FDK56,OUT017,3183.884524168835
FDY12,OUT035,967.59403572795
FDU15,OUT035,597.6426855269603
FDQ19,OUT046,3522.8281959469564
DRF15,OUT045,2452.731317245801
DRE25,OUT019,213.45085603911258
FDK57,OUT018,1825.9321679945947
FDD33,OUT010,620.6017159065626
FDR34,OUT027,5734.026585818586
FDU04,OUT045,2007.5976336793428
FDE35,OUT019,152.54436632469654
NCD31,OUT035,3010.1048283290015
FDJ56,OUT035,1694.45522107736
NCU53,OUT046,2363.559357860812
FDD39,OUT035,3595.5078801182613
NCU17,OUT019,252.9203689094236
FDJ20,OUT046,1968.6479753084566
NCW41,OUT018,2489.922307964181
FDL52,OUT035,688.161073187607
FDS39,OUT035,2138.9475599447646
DRJ47,OUT045,2753.0314157128687
FDP13,OUT010,91.4146752906026
DRK39,OUT010,175.66603830552117
FDF28,OUT010,275.64143976343763
FDB09,OUT045,1853.31893423243
FDM51,OUT046,1449.2716671538672
DRM49,OUT018,704.3117082836383
DRF23,OUT013,2635.7550710270452
DRH01,OUT035,2890.913295153252
FDH12,OUT027,2673.4565140118966
FDA28,OUT019,282.58648134453483
FDW37,OUT018,1290.0129599018985
FDF02,OUT046,1677.457425961808
DRL37,OUT046,677.9721932516893
NCF43,OUT046,2151.016256338283
FDH08,OUT010,489.77633598398336
FDR34,OUT019,529.5165277225216
NCK19,OUT049,3283.5107433484336
NCD55,OUT018,353.862722931464
FDT27,OUT049,3752.013375438378
FDQ57,OUT045,2311.527410374951
FDA47,OUT035,2536.3410324349284
DRG15,OUT027,2128.09238955836
FDE05,OUT018,2190.8566225353416
FDN46,OUT046,1740.0107765499943
FDX27,OUT027,2808.529252580506
FDT51,OUT045,1827.6453872209456
FDU33,OUT013,691.9500373284769
FDJ16,OUT027,1613.599588000376
FDD20,OUT019,271.4655823139921
FDT36,OUT049,563.5106780623645
DRF15,OUT027,3369.314553954615
FDN52,OUT010,174.904204070827
FDC22,OUT027,5608.354203559769
FDX15,OUT045,2745.133933704308
FDT13,OUT013,3254.6533763120838
FDU04,OUT017,2135.4539881180863
FDU31,OUT019,530.7219599808046
FDW59,OUT027,2353.844221247738
NCO29,OUT046,2474.524723912313
FDL15,OUT035,2656.372228521368
FDI41,OUT049,2420.3007942179693
FDQ48,OUT049,1584.635138161332
DRI39,OUT013,785.760664391687
FDI08,OUT013,4121.050671231161
FDC21,OUT049,1831.6987624574335
FDF58,OUT035,1102.4877516609745
FDS08,OUT010,453.3115375892615
FDE47,OUT045,1902.89487952616
NCP18,OUT019,324.99780586575815
NCR41,OUT013,1499.8964962426448
FDA27,OUT013,3786.412591603778
FDA43,OUT035,3228.8811882767013
FDA49,OUT045,1363.6378188341348
NCE55,OUT018,2612.5957059346574
DRM49,OUT027,1027.2121262042956
FDF22,OUT027,5640.0781546303315
FDQ15,OUT018,1213.4948234524536
NCS54,OUT017,3214.8405182976394
NCY05,OUT013,614.6727025660712
FDR45,OUT046,4053.0352634270944
FDK57,OUT049,2040.4234074406727
FDF41,OUT010,529.2112093246791
FDV21,OUT046,2981.7163065823206
FDD51,OUT046,791.0375339864917
FDF33,OUT046,1780.2629721688586
FDA38,OUT046,3946.896739980668
FDR56,OUT045,3035.984732250219
NCN41,OUT017,2031.7070012738934
FDC60,OUT027,2464.1734324546173
FDB47,OUT045,3375.9113467792554
DRH01,OUT013,2837.41062906215
FDW08,OUT046,1707.1259461162354
FDF38,OUT027,960.4092686643395
FDY32,OUT017,2364.3210150614436
FDG34,OUT049,1707.3065967112784
FDG47,OUT019,601.7973267313381
NCF18,OUT035,3099.1143445571024
FDL39,OUT019,487.98343905639854
NCH55,OUT035,2061.513842513555
DRJ35,OUT049,886.7844045045634
FDS44,OUT035,3905.087054714697
DRE01,OUT018,4174.18662309741
FDY39,OUT013,3305.7157132249063
FDY32,OUT018,2333.506368695282
FDR33,OUT027,3157.5786253418337
NCP50,OUT049,1183.5650587660882
FDZ47,OUT018,1367.2575902423102
FDU57,OUT049,2289.4212138185135
FDY44,OUT013,3170.963597730222
DRH59,OUT018,1105.1060148895338
FDB03,OUT027,6329.047986196339
FDY46,OUT045,2928.7695718349073
FDM39,OUT045,2747.004647687947
FDY36,OUT035,1261.2780278469538
NCM55,OUT035,3146.474742249134
FDJ50,OUT010,165.2390879267178
DRL60,OUT013,2329.0282439188227
NCJ54,OUT049,3822.3337980388637
FDX59,OUT017,539.7759260827257
FDI07,OUT013,3064.54628065132
DRF51,OUT010,108.30440436425108
FDM14,OUT017,1703.868028584663
FDP21,OUT045,3168.838784687055
FDE40,OUT035,1183.7379076577467
FDE05,OUT035,2548.2113058573145
FDM13,OUT027,3755.7023573819683
FDC34,OUT027,4167.0888606480685
NCI55,OUT018,1984.2802091256533
NCE43,OUT018,2500.4530407265083
FDW58,OUT018,1169.0910549701687
FDG60,OUT045,3773.5144016105755
FDV31,OUT017,2650.0051521815885
FDR47,OUT013,3078.6384972058017
FDM60,OUT019,65.33365707069021
NCF06,OUT018,3561.70108986103
NCN26,OUT027,2919.3668020667096
FDQ59,OUT049,1317.5169303916896
FDF09,OUT046,609.805700787734
NCS06,OUT017,4040.283112102276
FDT44,OUT046,1878.629586990639
FDI19,OUT017,4004.0857057557914
FDT22,OUT017,955.0224480735093
NCF54,OUT027,4660.171078245582
DRG25,OUT045,3018.9210354061465
FDB59,OUT017,3019.1451953865344
FDQ37,OUT017,3353.9455458567004
FDP56,OUT035,745.6324987557217
FDW44,OUT035,2953.4811568908026
FDJ26,OUT010,614.9144872113245
FDU43,OUT018,3173.638679519698
FDW33,OUT045,1574.0280363111826
NCX53,OUT027,3141.0658132505614
FDN56,OUT010,449.6643581513449
DRF15,OUT049,2364.863556694063
FDO33,OUT017,1869.7766009950212
FDZ39,OUT010,212.82167187876647
NCJ19,OUT017,943.4550668827832
FDU01,OUT035,3145.9109512679383
FDT12,OUT035,3908.6227530951533
NCM18,OUT018,944.3622238854899
FDP19,OUT017,2392.5838367139963
NCR42,OUT049,550.2186581470612
FDN10,OUT046,1940.2182449163304
FDG44,OUT017,856.9801085328239
FDQ10,OUT046,2952.2101647592135
DRH13,OUT049,1589.824064865414
FDT52,OUT013,4030.848579777287
FDM56,OUT045,1694.3681251373278
NCO43,OUT010,274.93509943480814
NCV29,OUT035,3141.2055758653814
NCF06,OUT013,4497.423809607849
FDO50,OUT035,1416.7294859893323
FDT59,OUT013,4032.2757735726977
FDX40,OUT027,933.1648005314503
FDE50,OUT017,3210.7817740004934
FDX51,OUT017,3174.7285211014514
NCD30,OUT018,1416.7283107035541
FDK15,OUT013,1639.6922447375985
FDL12,OUT045,1119.618653917597
FDK46,OUT017,4426.556859313838
DRH49,OUT010,166.94244100723895
FDQ57,OUT046,2327.0359114099097
FDY59,OUT017,1475.0038579558263
FDO09,OUT018,4001.887775112246
NCG30,OUT035,1926.475467188748
FDM09,OUT017,2703.094803521953
NCN17,OUT027,2679.48439947426
NCS42,OUT013,1396.290179694811
FDD02,OUT019,292.2060095534708
FDE34,OUT013,3278.8957940170353
FDU38,OUT045,2962.165866926678
FDB33,OUT046,2727.386566453848
NCJ29,OUT017,1364.0276974942153
FDZ27,OUT035,741.2762551019492
FDI40,OUT013,1535.9936332868438
FDG22,OUT013,562.050581993132
FDT51,OUT017,1829.5111956321487
FDF20,OUT018,2912.7171404745573
FDV50,OUT035,1988.571935701984
FDT02,OUT049,596.1684321305082
DRC49,OUT017,2515.1062226759864
FDF26,OUT049,2293.508261317458
FDV52,OUT035,1835.8695763266865
FDX59,OUT049,572.7077310668358
FDV25,OUT035,4175.446814476394
FDW23,OUT027,1020.5264317281346
FDE53,OUT018,1373.410320229047
FDA19,OUT017,2010.7998998314101
FDH22,OUT046,2081.209639234899
NCO41,OUT013,1531.62067720163
FDX12,OUT017,4257.385871567243
FDF17,OUT013,3089.381412501324
FDS11,OUT045,3781.635583425188
FDR51,OUT035,2474.240812232121
FDT49,OUT010,226.678110377002
FDC56,OUT013,2033.7742245960228
FDR13,OUT027,3013.4432367102886
FDQ60,OUT035,2025.6168560562935
FDN38,OUT049,4009.540234451638
NCL29,OUT013,2433.9414816375215
FDO13,OUT027,3902.1659717362895
FDE26,OUT018,2288.8504968782036
FDA31,OUT010,443.37368621544687
FDX14,OUT035,1307.9999061409035
FDA34,OUT045,2999.4886865762965
FDF26,OUT013,2321.4471607781024
FDE38,OUT045,2625.273120840469
DRI11,OUT046,2064.9013997734255
FDQ60,OUT027,3227.7397607222483
FDL21,OUT027,884.3451215476985
DRC12,OUT027,5095.183914703056
FDC47,OUT046,3646.0288951033663
FDE57,OUT045,1955.937971181838
FDT14,OUT045,2037.733718563016
NCZ53,OUT046,3212.0423159713932
FDE28,OUT018,4211.245812722376
FDR19,OUT035,2725.6958684060464
NCF54,OUT019,386.0109984382292
FDZ08,OUT046,1333.15393386305
NCJ05,OUT018,2399.0929620786337
FDF59,OUT046,2010.4034455556841
NCO05,OUT035,1777.2696716102512
FDW24,OUT018,696.6282577762178
NCX42,OUT018,2684.2116887182633
NCA53,OUT035,770.2886956255159
FDI45,OUT019,348.66609485364717
FDG46,OUT046,2192.7770753970585
FDM20,OUT010,586.7209612696483
FDW11,OUT010,151.13956920415032
FDX08,OUT035,3127.485691878781
NCK17,OUT035,637.7674527513166
FDK32,OUT018,2305.4084070566755
NCA42,OUT035,2717.9411630392674
DRI01,OUT035,3045.6249272211094
NCL55,OUT049,4054.297904415288
DRE25,OUT018,1390.983315858297
FDD14,OUT017,3152.8160976319296
FDB10,OUT046,3884.650484244485
DRN11,OUT035,2548.3628939147684
FDP38,OUT018,687.2658514286369
NCA30,OUT017,3037.6219586331554
FDT15,OUT017,3284.372705509289
NCP55,OUT018,777.1358698798139
FDF12,OUT035,2422.3734417587066
FDM21,OUT018,3972.183333989583
FDX56,OUT035,3603.8452610969707
FDF10,OUT017,2672.936772948251
FDT32,OUT045,2953.552457174653
FDM51,OUT018,1402.444983671618
NCR50,OUT018,2492.454145161793
FDI19,OUT049,3996.41837691771
FDX21,OUT017,1737.6164482046927
FDR31,OUT035,2565.132455669064
FDY02,OUT013,3955.144428818461
NCA29,OUT045,3222.49820399132
NCX17,OUT046,3254.5743238790533
FDM12,OUT045,2964.6106397358844
FDI53,OUT027,3815.7744285333256
NCU30,OUT049,2920.5559928105313
FDC56,OUT027,3318.9813979285323
FDK27,OUT018,1792.8562142783628
NCK18,OUT017,3092.289276666584
FDB52,OUT019,492.55212753591206
DRG25,OUT027,5348.426312826033
FDZ13,OUT049,874.1614151821708
FDB57,OUT019,621.4214769012019
FDR40,OUT046,1320.2146197209318
NCO14,OUT019,89.01260874775801
NCN19,OUT045,2762.81602740421
FDQ28,OUT019,329.12747921371624
FDO13,OUT018,2281.6740811155296
FDK48,OUT013,1264.208050647968
FDU07,OUT018,2227.969589241764
FDW20,OUT046,2305.1589965464923
FDV12,OUT010,215.22436006156104
FDH24,OUT013,2551.458484246139
FDV59,OUT049,3616.3587271726287
FDK57,OUT045,1884.3416742078794
FDL16,OUT027,1086.8446716410278
NCQ17,OUT046,2402.634737158318
FDJ15,OUT018,2999.327319736296
FDX24,OUT049,1408.6106007711246
FDT47,OUT046,1717.1692142505997
FDT10,OUT049,904.0199859890649
FDZ37,OUT018,1219.9488254457522
FDW43,OUT027,6098.3232507160365
DRN36,OUT017,1587.9935751356848
FDJ14,OUT045,1271.1231808965133
FDA32,OUT013,3516.8399310142577
FDJ38,OUT019,446.1361839619984
FDQ57,OUT017,2367.935300218594
NCQ41,OUT019,397.98759112443594
FDG56,OUT049,949.3700563550026
DRC13,OUT027,3665.252618979446
FDV55,OUT035,2692.617688090143
FDQ49,OUT045,2617.427490089679
FDE29,OUT010,167.58319082507288
FDR03,OUT013,3474.8043549427443
FDD45,OUT049,1446.066806670703
FDN38,OUT010,531.0492820664178
FDT56,OUT046,852.3590809271838
FDT48,OUT045,3112.945622556296
FDU03,OUT049,3257.3319721933294
FDC56,OUT010,222.0738178210078
NCO43,OUT027,2219.066337552867
FDQ27,OUT017,1952.9014026556363
FDR03,OUT046,3432.474923828777
DRH23,OUT010,177.3890123824772
FDG22,OUT045,633.0539325979354
NCJ42,OUT013,1605.4130413822456
FDR24,OUT046,1345.4215627252
FDW60,OUT035,2932.3174267246927
FDJ08,OUT013,3172.6567722603168
DRL59,OUT018,791.7397476829784
FDG60,OUT010,553.1741271077966
FDW27,OUT017,2233.2525707999193
FDX14,OUT018,1249.6634692231223
FDC20,OUT013,723.432889495758
NCS29,OUT018,3625.5318450037703
FDJ56,OUT046,1646.3377985228867
FDB20,OUT019,198.47089228059065
FDL28,OUT027,6032.271127474132
FDW01,OUT018,2215.265152956934
FDL03,OUT046,2815.038917776369
FDX22,OUT049,3941.793055908853
FDJ21,OUT035,2763.5623194864897
FDR31,OUT045,2281.499124786381
FDG21,OUT035,2847.1032880699304
FDS22,OUT027,893.9892582479324
FDK08,OUT035,1638.0082056867095
FDE17,OUT018,2354.9041521384997
NCN30,OUT017,1572.909406196528
FDT50,OUT046,1558.6219130337713
NCX42,OUT049,2757.8234469943727
FDJ12,OUT035,3812.8162195271784
NCA18,OUT027,2960.1162929453753
FDP23,OUT019,388.65455247957675
FDX12,OUT013,4137.2303410284685
FDN40,OUT018,2240.4969238102703
FDV48,OUT035,1382.8009419480268
NCY54,OUT013,2915.8766696144808
FDL16,OUT010,121.90489804113962
FDR45,OUT018,3176.1810036572947
FDJ52,OUT046,2500.700424280977
DRG01,OUT017,1386.3623520687506
FDP52,OUT013,4007.3550577011624
FDU58,OUT017,3264.124673563212
FDL02,OUT045,1602.3597898380906
FDG28,OUT013,3994.9789872653055
FDA19,OUT035,1977.622448103527
FDW46,OUT027,1991.458981740185
NCD43,OUT049,1619.393032757841
DRG39,OUT013,785.529276291145
NCF55,OUT049,627.3608897006886
FDJ07,OUT046,2038.719342021789
FDE08,OUT046,2524.149677319155
FDP56,OUT019,114.09610405947005
FDT45,OUT045,798.83394745468
FDF17,OUT018,2940.0710690001392
FDX44,OUT046,1340.1896881417763
FDM28,OUT027,5274.216084245908
FDI36,OUT049,2945.778500228211
FDS07,OUT045,1786.5155286522142
FDD36,OUT045,1907.598700145921
FDW11,OUT046,948.4228989885154
FDN40,OUT049,2230.132421664736
NCQ18,OUT049,1572.9234442727652
NCQ54,OUT017,3032.606008393076
NCS42,OUT045,1476.9176432411496
DRH39,OUT010,171.63569348262945
FDC09,OUT027,2614.378540729049
FDT08,OUT010,311.4909972447847
FDC08,OUT035,3790.345473950217
FDT20,OUT017,590.5033710079214
FDS35,OUT035,1193.409694060681
FDX58,OUT018,3026.449768050219
FDW58,OUT046,1609.980710425144
DRD27,OUT046,1539.6444002181008
FDH32,OUT019,224.22723406167185
FDS26,OUT035,4174.825881277896
FDQ31,OUT046,1431.3549364783548
FDP11,OUT018,3275.5156408792795
FDD58,OUT017,1697.2907254678319
FDM33,OUT045,3462.1453123656547
FDZ16,OUT049,3231.78895321103
NCS29,OUT010,477.18495423707753
NCM18,OUT019,148.8375060211788
FDP11,OUT049,3639.3461809303103
NCC42,OUT017,2158.550402145471
DRM23,OUT046,2722.457772447706
NCN55,OUT027,5280.967677373586
FDK46,OUT013,4522.078402219354
FDR01,OUT046,3139.8075622568404
NCA05,OUT045,2299.152357781229
NCP43,OUT017,2895.0224648347908
FDR12,OUT010,356.81964770101825
FDQ01,OUT013,3754.78422959785
FDM13,OUT046,2057.151639095435
FDQ19,OUT017,3944.4297457985876
FDK56,OUT019,444.10583648479735
NCX06,OUT010,468.0263631172742
FDO56,OUT027,2913.5014542808694
FDU45,OUT045,1985.7953989257542
FDI16,OUT019,164.7077165045868
FDL32,OUT046,2194.3053883629236
FDA07,OUT046,2103.931745431554
FDA14,OUT045,2614.241815651377
FDV46,OUT027,3554.7538415799304
NCO07,OUT035,3358.8477597579395
NCP41,OUT046,1637.1793000884525
FDY60,OUT018,1681.7100491565475
FDN38,OUT017,3861.6549841926394
FDO15,OUT046,1155.9419095259605
FDT60,OUT013,1963.1696939397627
FDA55,OUT035,4015.033734527718
FDE02,OUT010,186.18075370044423
DRJ39,OUT049,3855.7209295942152
FDV34,OUT035,1227.2836988574766
FDS20,OUT027,5593.299198206342
FDF02,OUT027,2832.864861697916
FDW40,OUT017,2274.0217284998917
NCB43,OUT046,3039.024855097282
FDR58,OUT017,1427.9650154810904
DRJ59,OUT035,638.6434063601976
NCD30,OUT017,1578.2535057209711
FDE14,OUT017,1639.2335142377826
FDC28,OUT018,1483.5834641429292
FDU16,OUT018,1216.479393061337
NCD19,OUT035,838.3194978960827
FDU21,OUT046,600.456125606304
FDV59,OUT027,5457.621912349492
FDU03,OUT045,3038.4652294294715
FDC33,OUT010,582.8659176266748
NCR42,OUT035,563.4030622394791
DRH59,OUT035,1280.113462814031
NCM31,OUT035,2124.0104664168052
FDS50,OUT035,3899.1906557717457
FDP39,OUT046,803.0534135291895
FDQ55,OUT013,2000.5466340370765
FDV36,OUT019,318.8233289206237
FDI05,OUT027,2542.699986862527
FDS45,OUT027,2223.3202664555047
FDA39,OUT045,663.4328417962417
FDC37,OUT010,255.18860249486855
FDJ60,OUT027,4386.610180929024
DRQ35,OUT046,1996.7421192370189
NCJ06,OUT046,2140.676412413078
NCY42,OUT018,2384.8261379418814
DRM37,OUT049,3220.0066294697176
FDR14,OUT045,822.2785870526344
FDE51,OUT049,679.4447229070228
FDT33,OUT017,2683.8102862202227
FDR08,OUT013,1878.1222242948318
FDE36,OUT010,462.6739673205364
FDL22,OUT019,297.7035040087242
FDR44,OUT013,2056.0394354945024
FDI56,OUT019,246.82555538266
FDE47,OUT010,265.51159626430194
FDV27,OUT010,196.35732181672984
FDV10,OUT049,686.9166621571402
FDC40,OUT045,1301.1217284896695
NCX41,OUT013,3473.8317676242823
NCQ38,OUT027,2344.4420411431815
FDV12,OUT027,2785.525436944004
FDE52,OUT017,1350.708207506721
FDG20,OUT027,4519.357204467149
FDV16,OUT027,894.6306734876688
FDI32,OUT017,2509.0970809135483
FDJ32,OUT049,879.4268411545452
FDN39,OUT018,2459.7530998406028
FDY34,OUT017,2931.5397805113325
FDC14,OUT035,638.339499738493
FDA55,OUT017,4108.330956872089
FDZ50,OUT010,466.0932114751271
DRG13,OUT049,2630.92257907583
FDP01,OUT013,2385.007158444233
NCG54,OUT017,2845.5003220578114
FDM13,OUT045,1930.4181064362547
NCO18,OUT027,5153.969023286869
NCW41,OUT013,2545.548342807121
FDM52,OUT027,3784.2849602853366
NCF55,OUT035,683.4935342787697
FDT09,OUT046,2289.74845351365
NCM19,OUT035,1819.0651416615813
FDW12,OUT018,2141.8612911366376
FDP15,OUT019,628.8404400846678
FDK36,OUT045,844.9340562401374
FDZ25,OUT035,3114.774013493097
NCW06,OUT049,3281.8600456631198
FDW60,OUT046,2922.447842780054
DRC49,OUT013,2473.0910303088963
NCT17,OUT035,3112.3004695924087
NCN06,OUT018,2399.093352929389
FDC45,OUT013,2814.348491039549
DRJ47,OUT019,486.4492487005112
NCF06,OUT045,4126.465520071911
FDE21,OUT010,271.60137185953243
DRG27,OUT013,707.9459662658178
FDW40,OUT049,2265.6311954696407
NCO53,OUT046,3089.7778842029165
FDE23,OUT049,649.5402497584447
FDQ16,OUT046,1701.9959631248387
FDS26,OUT045,3826.1793347310286
FDZ13,OUT010,87.4349235316759
FDS14,OUT049,2265.3811923710523
FDC10,OUT045,1756.7509806468836
FDY16,OUT049,3329.314959796903
FDJ20,OUT035,1929.6677128731174
FDV43,OUT035,651.2534187197034
FDZ32,OUT027,2318.7106045131013
FDR23,OUT046,2728.5186565210956
FDN24,OUT035,842.9533831919896
FDE34,OUT027,5608.925400360171
FDU31,OUT013,3489.0844330509194
FDW33,OUT018,1434.2262153022768
FDU26,OUT046,1958.1444642970291
FDE20,OUT027,4617.476787889765
NCW05,OUT035,1788.8649514072258
FDB22,OUT018,2239.33582076097
FDO56,OUT046,1940.9298005612015
FDA19,OUT027,4160.116328747193
DRI39,OUT045,902.4195524985457
FDH52,OUT018,783.6019279499995
FDZ50,OUT035,3324.7521882222795
NCN42,OUT035,2668.706608983703
FDB53,OUT013,2634.6205648600107
DRG11,OUT017,1743.7354852363821
DRK11,OUT027,3712.2028806831277
FDQ60,OUT017,1974.7790415031145
FDT36,OUT017,549.5196455971749
DRG25,OUT018,3113.2728667975975
DRJ23,OUT046,3084.6359833151323
FDG05,OUT035,2545.396416597223
NCK06,OUT018,2091.4449811863806
FDU52,OUT017,2288.399522523102
FDW07,OUT018,1254.6434483411836
NCM17,OUT045,726.6114974326854
FDA22,OUT045,2711.9660670342546
NCA41,OUT018,2899.2401395409815
FDF38,OUT035,626.2125628499454
FDH52,OUT046,964.7247963736977
FDY58,OUT019,634.0571218495028
FDZ16,OUT045,3139.176095154088
NCM18,OUT017,1157.4181509485343
FDA22,OUT018,2411.896634478707
NCJ43,OUT035,2909.522650302879
FDI34,OUT027,6621.893365907209
FDG56,OUT046,1188.8785826133046
FDS34,OUT046,1845.0823672031358
DRC01,OUT035,813.07740614874
FDQ04,OUT035,685.5812189932734
FDK04,OUT035,772.3146901349382
FDT51,OUT049,1742.8857695577676
FDV26,OUT017,3174.352777535324
FDS04,OUT049,2230.163445057616
FDW43,OUT018,3143.422413010458
FDQ28,OUT010,314.4556944402639
NCK06,OUT017,2155.998288777013
FDS23,OUT018,2328.7977378689743
FDZ36,OUT019,580.9452000027457
FDE56,OUT018,833.574167156612
FDW10,OUT027,4082.1675449554755
NCN14,OUT045,2936.474778600068
NCQ18,OUT045,1583.0586175881697
FDW08,OUT017,1698.1587074750198
FDU43,OUT035,4109.134860104489
FDR33,OUT010,276.3388395456748
FDM24,OUT010,353.3496269179437
NCZ05,OUT046,1693.2237198654457
NCV41,OUT035,1947.0096331298678
FDV11,OUT018,2688.949953145901
NCY05,OUT035,626.421457218408
FDV44,OUT018,2964.4259145557944
FDW32,OUT049,1261.8819171336304
NCU18,OUT027,3683.1254175399768
NCC43,OUT035,3948.9862508991164
FDW19,OUT013,1797.7240660314637
FDN31,OUT035,3200.4029420139555
FDI48,OUT045,736.4453015016227
FDS24,OUT017,1325.3244533676216
FDF46,OUT049,1881.3330168557409
DRG23,OUT017,2249.7657717046836
FDG14,OUT018,2246.1962056076563
NCY30,OUT049,3028.727855584025
FDO28,OUT018,2121.699088196248
DRD24,OUT035,2093.5829492365756
FDI33,OUT049,1348.05762715503
FDN32,OUT046,3146.9012762177654
FDR16,OUT045,4054.8471017884035
FDF26,OUT046,2286.159475477994
NCN29,OUT018,670.590445971247
FDE20,OUT045,3122.8884834482064
FDA46,OUT046,3192.1229005921036
FDU28,OUT045,2974.313931506482
FDQ48,OUT045,1562.5028696629133
FDV36,OUT013,2217.7415773039215
FDR14,OUT018,659.9583651275087
FDP23,OUT017,3793.445470663807
FDP56,OUT013,728.4203823261088
FDK48,OUT010,192.23856755200038
FDR48,OUT046,2369.648784057199
NCY29,OUT049,870.1879954870104
FDM22,OUT018,749.9414727528437
DRJ01,OUT013,2325.4153454129732
FDZ43,OUT045,3937.2740321050037
FDV03,OUT035,2670.6573459887513
FDX11,OUT027,5286.096416001406
NCA41,OUT027,5579.763152771045
FDE38,OUT017,2476.9913512226926
FDI27,OUT018,854.0376036661075
FDN32,OUT013,3178.494012474198
NCN43,OUT017,2171.298546707042
FDB47,OUT027,5740.856346821892
FDV03,OUT017,2601.7876371696366
NCN30,OUT045,1515.7579597974182
NCV54,OUT010,292.43353762097377
FDV07,OUT013,1700.3558710876698
FDP07,OUT049,2868.183567795601
FDK48,OUT018,974.4745400961534
FDM15,OUT019,308.77125597312846
FDY19,OUT027,2704.356935007385
FDK46,OUT046,4349.334571395992
FDY11,OUT045,1036.4875946424427
FDH09,OUT046,777.4111452961596
FDO08,OUT027,4356.155673373963
FDU14,OUT013,4111.389386987541
FDD22,OUT027,3334.5027398845227
FDM27,OUT017,2739.564674545297
FDL02,OUT027,2686.948998861623
NCA17,OUT035,2534.7321337781204
FDE38,OUT019,441.287799037109
NCG07,OUT049,3282.433598168987
DRC27,OUT013,3957.5924945577867
